date,strategy_return,predicted_regime,method,selected_etfs
2010-01-01,0.03216766520066265,0,regime_conditioned,"XLE,XLU"
2010-02-01,-0.04321914267037265,0,regime_conditioned,"XLE,XLU"
2010-03-01,0.0005055014147503502,0,regime_conditioned,"XLE,XLU"
2010-04-01,0.03693474921150525,0,regime_conditioned,"XLE,XLP"
2010-05-01,0.011817550512888152,0,regime_conditioned,"XLE,XLP"
2010-06-01,-0.12745466613497286,0,regime_conditioned,"XLE,XLU"
2010-07-01,-0.0185455471093456,0,regime_conditioned,"XLE,XLP"
2010-08-01,0.11384164975178546,0,regime_conditioned,"XLE,XLU"
2010-09-01,-0.01567862849894015,0,regime_conditioned,"XLE,XLU"
2010-10-01,0.04354447349412355,0,regime_conditioned,"XLE,XLU"
2010-11-01,0.019784348924360703,0,regime_conditioned,"XLE,XLU"
2010-12-01,0.046612209189850394,0,regime_conditioned,"XLE,XLP"
2011-01-01,0.0491696499977976,0,regime_conditioned,"XLE,XLP"
2011-02-01,0.03614641652498155,0,regime_conditioned,"XLE,XLP"
2011-03-01,0.014460340352855948,0,regime_conditioned,"XLE,XLU"
2011-04-01,0.0334264927219575,0,regime_conditioned,"XLE,XLP"
2011-05-01,0.02115012305157855,0,regime_conditioned,"XLE,XLP"
2011-06-01,-0.01941360989269905,0,regime_conditioned,"XLE,XLP"
2011-07-01,0.0025875481066622496,0,regime_conditioned,"XLE,XLP"
2011-08-01,-0.01007517760804215,0,regime_conditioned,"XLE,XLP"
2011-09-01,-0.05286131738772765,0,regime_conditioned,"XLE,XLP"
2011-10-01,-0.10530007847103909,0,regime_conditioned,"XLE,XLP"
2011-11-01,0.11658466276482525,0,regime_conditioned,"XLE,XLU"
2011-12-01,0.03689122166158185,0,regime_conditioned,"XLE,XLU"
2012-01-01,0.02036015488768315,0,regime_conditioned,"XLE,XLP"
2012-02-01,-0.0036435828273937,0,regime_conditioned,"XLE,XLP"
2012-03-01,0.0468783764923725,0,regime_conditioned,"XLE,XLP"
2012-04-01,0.0013887891507938475,0,regime_conditioned,"XLE,XLP"
2012-05-01,-0.00247547233788945,0,regime_conditioned,"XLE,XLP"
2012-06-01,-0.086911733198156,0,regime_conditioned,"XLE,XLP"
2012-07-01,0.06864599806732835,0,regime_conditioned,"XLE,XLP"
2012-08-01,0.0338963916489707,0,regime_conditioned,"XLP,XLE"
2012-09-01,0.010174999669612151,0,regime_conditioned,"XLP,XLE"
2012-10-01,0.031227247645732002,0,regime_conditioned,"XLP,XLE"
2012-11-01,-0.0195142414853222,0,regime_conditioned,"XLE,XLP"
2012-12-01,-0.00401517168022145,0,regime_conditioned,"XLE,XLP"
2013-01-01,0.02331851345891605,0,regime_conditioned,"XLP,XLE"
2013-02-01,0.05386031483741045,0,regime_conditioned,"XLP,XLE"
2013-03-01,0.012330951586914999,0,regime_conditioned,"XLP,XLE"
2013-04-01,0.0336061950532313,0,regime_conditioned,"XLP,XLE"
2013-05-01,0.0011995777279108985,0,regime_conditioned,"XLP,XLE"
2013-06-01,0.02243752601546655,0,regime_conditioned,"XLP,XLE"
2013-07-01,-0.0158861075720559,0,regime_conditioned,"XLP,XLE"
2013-08-01,0.05321499230521615,0,regime_conditioned,"XLP,XLE"
2013-09-01,-0.03645053568763125,0,regime_conditioned,"XLP,XLE"
2013-10-01,0.0203821663206119,0,regime_conditioned,"XLP,XLE"
2013-11-01,0.0466642844950739,0,regime_conditioned,"XLP,XLE"
2013-12-01,0.0056149477872907,0,regime_conditioned,"XLP,XLE"
2014-01-01,0.00659930185584415,0,regime_conditioned,"XLP,XLE"
2014-02-01,-0.060987080966623905,0,regime_conditioned,"XLP,XLE"
2014-03-01,0.0598336405653904,0,regime_conditioned,"XLP,XLE"
2014-04-01,0.02980287241025965,0,regime_conditioned,"XLP,XLE"
2014-05-01,0.0360620078233726,0,regime_conditioned,"XLP,XLE"
2014-06-01,0.017132143241081,0,regime_conditioned,"XLP,XLE"
2014-07-01,0.02962345799866735,0,regime_conditioned,"XLP,XLE"
2014-08-01,-0.03549146129372245,0,regime_conditioned,"XLP,XLE"
2014-09-01,0.02787866932652145,0,regime_conditioned,"XLP,XLE"
2014-10-01,-0.0427789081930266,0,regime_conditioned,"XLP,XLE"
2014-11-01,0.007598488836287201,0,regime_conditioned,"XLP,XLE"
2014-12-01,0.025781835463553303,0,regime_conditioned,"XLP,XLU"
2015-01-01,0.0163508769096845,0,regime_conditioned,"XLP,XLU"
2015-02-01,0.01397026072023005,0,regime_conditioned,"XLP,XLU"
2015-03-01,-0.027425044577852747,0,regime_conditioned,"XLP,XLU"
2015-04-01,-0.01629748045879515,0,regime_conditioned,"XLP,XLV"
2015-05-01,0.0001024874011719,0,regime_conditioned,"XLP,XLU"
2015-06-01,0.017406624236469898,0,regime_conditioned,"XLP,XLV"
2015-07-01,-0.001493124029542,0,regime_conditioned,"XLP,XLV"
2015-08-01,0.03141670402296355,0,regime_conditioned,"XLP,XLV"
2015-09-01,-0.0916436618992182,0,regime_conditioned,"XLP,XLV"
2015-10-01,0.0015476229704918989,0,regime_conditioned,"XLP,XLV"
2015-11-01,0.04360178837611105,0,regime_conditioned,"XLP,XLU"
2015-12-01,-0.0071621997294594,0,regime_conditioned,"XLP,XLV"
2016-01-01,-0.005069062451931049,0,regime_conditioned,"XLP,XLV"
2016-02-01,0.04162673456499305,0,regime_conditioned,"XLP,XLU"
2016-03-01,0.0071114380270625496,0,regime_conditioned,"XLP,XLU"
2016-04-01,0.06882958661737225,0,regime_conditioned,"XLP,XLU"
2016-05-01,-0.01675197582797355,0,regime_conditioned,"XLP,XLU"
2016-06-01,0.0076500883587341,0,regime_conditioned,"XLP,XLU"
2016-07-01,0.05581032415295015,0,regime_conditioned,"XLP,XLU"
2016-08-01,-0.0043282537041196,0,regime_conditioned,"XLP,XLU"
2016-09-01,-0.0336801120329426,0,regime_conditioned,"XLP,XLU"
2016-10-01,-0.013790224223050051,0,regime_conditioned,"XLP,XLU"
2016-11-01,-0.00045621146171829965,0,regime_conditioned,"XLP,XLU"
2016-12-01,-0.04421706232000565,0,regime_conditioned,"XLP,XLU"
2017-01-01,0.047641581942744746,0,regime_conditioned,"XLP,XLU"
2017-02-01,0.0014591646030775998,0,regime_conditioned,"XLP,XLU"
2017-03-01,0.061301188609699755,0,regime_conditioned,"XLP,XLU"
2017-04-01,-0.0015672460889868001,0,regime_conditioned,"XLP,XLU"
2017-05-01,0.005281625872608,0,regime_conditioned,"XLP,XLU"
2017-06-01,0.0469086891041534,0,regime_conditioned,"XLP,XLU"
2017-07-01,-0.034830494496256095,0,regime_conditioned,"XLP,XLU"
2017-08-01,0.020771967523798802,0,regime_conditioned,"XLP,XLU"
2017-09-01,0.00933403955194,0,regime_conditioned,"XLP,XLU"
2017-10-01,-0.0182861280970933,0,regime_conditioned,"XLP,XLU"
2017-11-01,0.009959485947935848,0,regime_conditioned,"XLP,XLU"
2017-12-01,0.04210256588764955,0,regime_conditioned,"XLP,XLU"
2018-01-01,-0.0262389228368456,0,regime_conditioned,"XLP,XLU"
2018-02-01,-0.009573157867463902,0,regime_conditioned,"XLP,XLU"
2018-03-01,-0.0674113211639441,0,regime_conditioned,"XLP,XLV"
2018-04-01,-0.0007185562442864005,0,regime_conditioned,"XLP,XLU"
2018-05-01,-0.00038796175401885,0,regime_conditioned,"XLP,XLU"
2018-06-01,-0.01507512451871795,0,regime_conditioned,"XLP,XLU"
2018-07-01,0.045573934878849504,0,regime_conditioned,"XLP,XLU"
2018-08-01,0.019592769026873402,0,regime_conditioned,"XLP,XLU"
2018-09-01,0.01756475135033435,0,regime_conditioned,"XLP,XLU"
2018-10-01,-0.0019329265216544,0,regime_conditioned,"XLP,XLU"
2018-11-01,-0.016318258517119398,0,regime_conditioned,"XLP,XLV"
2018-12-01,0.0334701167297971,0,regime_conditioned,"XLP,XLU"
2019-01-01,-0.08059737939919465,0,regime_conditioned,"XLP,XLU"
2019-02-01,0.051558005184750705,0,regime_conditioned,"XLP,XLU"
2019-03-01,0.0332308444897967,0,regime_conditioned,"XLP,XLU"
2019-04-01,0.027662076596127152,0,regime_conditioned,"XLP,XLU"
2019-05-01,0.012599181328403599,0,regime_conditioned,"XLP,XLU"
2019-06-01,0.00014267793961935012,0,regime_conditioned,"XLP,XLU"
2019-07-01,0.0322489159439506,0,regime_conditioned,"XLP,XLU"
2019-08-01,0.01256324593824805,0,regime_conditioned,"XLP,XLU"
2019-09-01,0.04495804795323265,0,regime_conditioned,"XLP,XLU"
2019-10-01,0.01550989831511145,0,regime_conditioned,"XLP,XLU"
2019-11-01,-0.0047684349657509,0,regime_conditioned,"XLP,XLU"
2019-12-01,-0.0032173333622381502,0,regime_conditioned,"XLP,XLU"
2020-01-01,0.0201709547972843,0,regime_conditioned,"XLP,XLU"
2020-02-01,0.0478364267114708,0,regime_conditioned,"XLP,XLU"
2020-03-01,-0.0408173272743683,0,regime_conditioned,"XLP,XLU"
2020-04-01,-0.15973840474887174,0,regime_conditioned,"XLP,XLU"
2020-05-01,0.074484285432003,0,regime_conditioned,"XLP,XLU"
2020-06-01,0.05797231989696435,0,regime_conditioned,"XLP,XLU"
2020-07-01,-0.02207602945981155,0,regime_conditioned,"XLP,XLU"
2020-08-01,0.0536665961966801,0,regime_conditioned,"XLP,XLU"
2020-09-01,0.02809007939576255,0,regime_conditioned,"XLP,XLV"
2020-10-01,-0.0143047050485744,0,regime_conditioned,"XLP,XLV"
2020-11-01,0.022041404884319202,0,regime_conditioned,"XLP,XLU"
2020-12-01,0.0299107820979558,0,regime_conditioned,"XLP,XLU"
2021-01-01,-0.0146258516331929,0,regime_conditioned,"XLP,XLU"
2021-02-01,-0.0081042590130753,0,regime_conditioned,"XLP,XLV"
2021-03-01,-0.00765562934510685,0,regime_conditioned,"XLP,XLV"
2021-04-01,0.04636157970159065,0,regime_conditioned,"XLP,XLV"
2021-05-01,0.0431106624820817,0,regime_conditioned,"XLP,XLV"
2021-06-01,-0.0016514931951558498,0,regime_conditioned,"XLP,XLV"
2021-07-01,0.022131496716346052,0,regime_conditioned,"XLP,XLV"
2021-08-01,0.03108990291682385,0,regime_conditioned,"XLP,XLV"
2021-09-01,0.02107378301884695,0,regime_conditioned,"XLP,XLV"
2021-10-01,-0.04957682034418355,0,regime_conditioned,"XLP,XLV"
2021-11-01,0.041808300545204846,0,regime_conditioned,"XLP,XLV"
2021-12-01,-0.0254412139007122,0,regime_conditioned,"XLP,XLV"
2022-01-01,0.0953331780774182,0,regime_conditioned,"XLP,XLV"
2022-02-01,-0.0359662364065601,0,regime_conditioned,"XLP,XLV"
2022-03-01,-0.018378164729510253,0,regime_conditioned,"XLP,XLV"
2022-04-01,0.052867976790995495,0,regime_conditioned,"XLP,XLV"
2022-05-01,-0.03130318165911205,0,regime_conditioned,"XLP,XLV"
2022-06-01,-0.017077760515966302,0,regime_conditioned,"XLP,XLV"
2022-07-01,-0.01019125709895325,0,regime_conditioned,"XLP,XLU"
2022-08-01,0.02173184531284605,0,regime_conditioned,"XLP,XLV"
2022-09-01,-0.0301352167650012,0,regime_conditioned,"XLP,XLV"
2022-10-01,-0.08523641843568369,0,regime_conditioned,"XLP,XLU"
2022-11-01,0.0714424391944172,0,regime_conditioned,"XLP,XLV"
2022-12-01,0.05466407990690905,0,regime_conditioned,"XLP,XLV"
